Datetime,Open,High,Low,Close,Volume
2025-06-11 14:30:00+00:00,474.69061279296875,475.4599914550781,474.37420654296875,474.68499755859375,2017880
2025-06-11 15:30:00+00:00,474.7650146484375,474.9700012207031,473.239990234375,474.051513671875,1329456
2025-06-11 16:30:00+00:00,474.0899963378906,475.19000244140625,474.0199890136719,474.5715026855469,1025939
2025-06-11 17:30:00+00:00,474.6000061035156,474.7799987792969,470.95001220703125,471.8500061035156,1334651
2025-06-11 18:30:00+00:00,471.7900085449219,472.9700012207031,471.3299865722656,472.17999267578125,1611717
2025-06-11 19:30:00+00:00,472.1700134277344,473.0,471.69000244140625,472.8999938964844,1634641
2025-06-12 13:30:00+00:00,475.0199890136719,477.0199890136719,472.6199951171875,476.5199890136719,3515200
2025-06-12 14:30:00+00:00,476.5299987792969,478.0835876464844,475.760009765625,476.989990234375,1902830
2025-06-12 15:30:00+00:00,476.9800109863281,478.81500244140625,476.5799865722656,478.70001220703125,1508095
2025-06-12 16:30:00+00:00,478.5299987792969,479.989990234375,477.8349914550781,479.2868957519531,1871505
2025-06-12 17:30:00+00:00,479.29998779296875,480.1400146484375,479.1199951171875,479.4848937988281,1492085
2025-06-12 18:30:00+00:00,479.5,480.3999938964844,478.989990234375,479.739990234375,1846685
2025-06-12 19:30:00+00:00,479.7099914550781,479.7200012207031,477.989990234375,479.0299987792969,2289477
2025-06-13 13:30:00+00:00,475.7650146484375,479.17999267578125,475.1300048828125,475.2200012207031,3739157
2025-06-13 14:30:00+00:00,475.3450012207031,477.2200012207031,474.95001220703125,476.3949890136719,1731672
2025-06-13 15:30:00+00:00,476.375,478.0799865722656,475.7300109863281,477.1600036621094,1275926
2025-06-13 16:30:00+00:00,477.17498779296875,477.3500061035156,475.42999267578125,475.55999755859375,1125014
2025-06-13 17:30:00+00:00,475.510009765625,476.0400085449219,473.90179443359375,474.04998779296875,1322252
2025-06-13 18:30:00+00:00,474.0350036621094,474.7200012207031,472.79998779296875,474.2149963378906,1525556
2025-06-13 19:30:00+00:00,474.2349853515625,475.17999267578125,473.70001220703125,474.9599914550781,2676651
2025-06-16 13:30:00+00:00,478.1072998046875,480.6943054199219,476.54998779296875,480.0799865722656,4119214
2025-06-16 14:30:00+00:00,480.0801086425781,480.44000244140625,479.20001220703125,480.0199890136719,1576924
2025-06-16 15:30:00+00:00,479.9700012207031,480.64990234375,479.6300048828125,479.8299865722656,1158777
2025-06-16 16:30:00+00:00,479.8999938964844,480.3192138671875,479.3999938964844,480.1206970214844,764530
2025-06-16 17:30:00+00:00,480.1700134277344,480.30999755859375,478.3800048828125,478.5799865722656,912368
2025-06-16 18:30:00+00:00,478.61248779296875,479.0,477.7627868652344,478.5400085449219,1193522
2025-06-16 19:30:00+00:00,478.510009765625,479.3299865722656,477.9700012207031,479.04998779296875,2065086
2025-06-17 13:30:00+00:00,475.3500061035156,476.6099853515625,474.1000061035156,476.1499938964844,2755038
2025-06-17 14:30:00+00:00,476.12200927734375,477.1000061035156,475.4599914550781,476.8399963378906,1172110
2025-06-17 15:30:00+00:00,476.8399963378906,478.0400085449219,476.73480224609375,477.67999267578125,1186453
2025-06-17 16:30:00+00:00,477.6418151855469,478.7398986816406,476.614990234375,476.614990234375,1104756
2025-06-17 17:30:00+00:00,476.5899963378906,477.2699890136719,475.3900146484375,476.4350891113281,1220898
2025-06-17 18:30:00+00:00,476.3299865722656,477.6400146484375,475.9949951171875,477.56500244140625,1049636
2025-06-17 19:30:00+00:00,477.6099853515625,478.67999267578125,477.3299865722656,478.0400085449219,2017897
2025-06-18 13:30:00+00:00,478.0,478.6499938964844,474.4599914550781,478.364990234375,2656179
2025-06-18 14:30:00+00:00,478.3800048828125,479.4949951171875,477.30999755859375,478.80999755859375,1311040
2025-06-18 15:30:00+00:00,479.2200012207031,479.69000244140625,478.7799987792969,478.989990234375,986629
2025-06-18 16:30:00+00:00,478.9700012207031,479.79998779296875,478.42999267578125,478.42999267578125,816997
2025-06-18 17:30:00+00:00,478.4700012207031,480.3399963378906,477.9800109863281,479.31500244140625,1352118
2025-06-18 18:30:00+00:00,479.19500732421875,480.6700134277344,477.8500061035156,478.5400085449219,1689336
2025-06-18 19:30:00+00:00,478.5400085449219,481.0,478.3699951171875,480.239990234375,2982104
2025-06-20 13:30:00+00:00,482.1000061035156,483.44000244140625,479.1400146484375,479.6000061035156,9570529
2025-06-20 14:30:00+00:00,479.6199951171875,480.7300109863281,478.8999938964844,479.8699951171875,2405635
2025-06-20 15:30:00+00:00,479.8900146484375,481.010009765625,479.3900146484375,479.760009765625,2377744
2025-06-20 16:30:00+00:00,479.70001220703125,481.3599853515625,478.79998779296875,478.8599853515625,1642530
2025-06-20 17:30:00+00:00,478.80499267578125,479.1899108886719,478.1199951171875,478.7349853515625,1722341
2025-06-20 18:30:00+00:00,478.7950134277344,478.94000244140625,477.1499938964844,477.3500061035156,1317608
2025-06-20 19:30:00+00:00,477.3900146484375,478.7699890136719,476.8699951171875,477.2275085449219,2905206
2025-06-23 13:30:00+00:00,474.8599853515625,476.80999755859375,472.510009765625,475.6499938964844,3994341
2025-06-23 14:30:00+00:00,475.6499938964844,479.5400085449219,475.2699890136719,478.9849853515625,2555313
2025-06-23 15:30:00+00:00,478.9949951171875,481.5799865722656,478.9400939941406,480.6199951171875,2511957
2025-06-23 16:30:00+00:00,480.6000061035156,486.32000732421875,478.70001220703125,485.9049987792969,3477553
2025-06-23 17:30:00+00:00,486.0350036621094,487.75,485.79400634765625,486.7699890136719,2640026
2025-06-23 18:30:00+00:00,486.80999755859375,487.489990234375,485.1614990234375,486.4700012207031,1904017
2025-06-23 19:30:00+00:00,486.468505859375,487.09991455078125,485.5400085449219,485.9200134277344,2320956
2025-06-24 13:30:00+00:00,488.6300048828125,489.6600036621094,486.7950134277344,487.5450134277344,3369979
2025-06-24 14:30:00+00:00,487.57000732421875,490.54998779296875,487.4599914550781,490.447509765625,2911520
2025-06-24 15:30:00+00:00,490.5199890136719,491.489990234375,489.94000244140625,490.70001220703125,2263085
2025-06-24 16:30:00+00:00,490.6600036621094,491.4100036621094,489.94000244140625,490.4700012207031,2121710
2025-06-24 17:30:00+00:00,490.45001220703125,491.8489990234375,490.4200134277344,491.239990234375,2371837
2025-06-24 18:30:00+00:00,491.2099914550781,491.2099914550781,490.3299865722656,490.8399963378906,1958058
2025-06-24 19:30:00+00:00,490.82000732421875,491.07000732421875,489.510009765625,490.1199951171875,2808087
2025-06-25 13:30:00+00:00,491.6099853515625,494.55560302734375,491.6099853515625,493.5350036621094,3820122
2025-06-25 14:30:00+00:00,493.6199951171875,493.9599914550781,492.44000244140625,492.5899963378906,1648889
2025-06-25 15:30:00+00:00,492.57000732421875,492.7099914550781,491.1499938964844,491.614990234375,1207466
2025-06-25 16:30:00+00:00,491.6300048828125,491.659912109375,490.1099853515625,490.6400146484375,1174224
2025-06-25 17:30:00+00:00,490.6099853515625,490.79998779296875,489.3900146484375,490.47979736328125,1147401
2025-06-25 18:30:00+00:00,490.4800109863281,491.5899963378906,490.0899963378906,491.1600036621094,1691434
2025-06-25 19:30:00+00:00,491.1300048828125,492.44000244140625,490.95001220703125,492.44000244140625,2775326
2025-06-26 13:30:00+00:00,495.0899963378906,496.9599914550781,493.7650146484375,495.25,3604451
2025-06-26 14:30:00+00:00,495.25,495.9100036621094,492.9200134277344,493.2449951171875,1881445
2025-06-26 15:30:00+00:00,493.2250061035156,494.6000061035156,493.0400085449219,493.8699951171875,1052293
2025-06-26 16:30:00+00:00,493.8699951171875,496.42999267578125,493.7799987792969,495.9107971191406,1510253
2025-06-26 17:30:00+00:00,495.9700012207031,497.79998779296875,495.9700012207031,497.69000244140625,1596488
2025-06-26 18:30:00+00:00,497.70001220703125,498.0299987792969,496.92999267578125,497.42999267578125,3294413
2025-06-26 19:30:00+00:00,497.3900146484375,497.9549865722656,496.5,497.30999755859375,4011519
2025-06-27 13:30:00+00:00,498.0199890136719,498.1700134277344,496.2099914550781,497.7200012207031,4449164
2025-06-27 14:30:00+00:00,497.75,498.05999755859375,496.30999755859375,497.92498779296875,1982871
2025-06-27 15:30:00+00:00,497.91558837890625,499.2900085449219,497.8399963378906,497.9700012207031,2324832
2025-06-27 16:30:00+00:00,497.9750061035156,498.3500061035156,497.1942138671875,497.4800109863281,1703457
2025-06-27 17:30:00+00:00,497.4700012207031,498.0299987792969,495.62469482421875,495.656005859375,2160358
2025-06-27 18:30:00+00:00,495.6600036621094,496.2300109863281,494.4642028808594,494.8900146484375,1979342
2025-06-27 19:30:00+00:00,494.92498779296875,496.6300048828125,493.0299987792969,495.8800048828125,5101328
2025-06-30 13:30:00+00:00,497.4100036621094,498.0,495.5899963378906,496.0577087402344,3787722
2025-06-30 14:30:00+00:00,496.07501220703125,497.5,495.3299865722656,497.38751220703125,2905614
2025-06-30 15:30:00+00:00,497.42999267578125,499.30999755859375,497.25,497.8299865722656,2236419
2025-06-30 16:30:00+00:00,497.81500244140625,498.760009765625,497.2699890136719,497.6794128417969,1180009
2025-06-30 17:30:00+00:00,497.67510986328125,498.3299865722656,496.9700012207031,498.0299987792969,1096881
2025-06-30 18:30:00+00:00,498.03070068359375,499.3800048828125,497.69000244140625,499.0450134277344,1511686
2025-06-30 19:30:00+00:00,499.0450134277344,500.760009765625,497.1600036621094,497.1600036621094,3696249
2025-07-01 13:30:00+00:00,496.4700012207031,498.0400085449219,495.6400146484375,497.1549987792969,3087427
2025-07-01 14:30:00+00:00,497.1300048828125,497.1400146484375,491.8299865722656,493.80499267578125,3404883
2025-07-01 15:30:00+00:00,493.7699890136719,493.95001220703125,490.9800109863281,491.8800048828125,2106132
2025-07-01 16:30:00+00:00,491.7799987792969,494.04998779296875,491.5899963378906,493.25421142578125,1574802
2025-07-01 17:30:00+00:00,493.2699890136719,493.3500061035156,492.2300109863281,492.54998779296875,1218345
2025-07-01 18:30:00+00:00,492.5400085449219,492.94000244140625,491.19000244140625,492.2900085449219,1901285
2025-07-01 19:30:00+00:00,492.2950134277344,493.0150146484375,491.80499267578125,492.0199890136719,2122391
2025-07-02 13:30:00+00:00,489.989990234375,493.5,488.70001220703125,491.7650146484375,3826395
2025-07-02 14:30:00+00:00,491.79998779296875,492.760009765625,491.1199951171875,491.94000244140625,2076825
2025-07-02 15:30:00+00:00,491.9599914550781,492.67999267578125,491.239990234375,492.1759948730469,1349460
2025-07-02 16:30:00+00:00,492.1499938964844,492.2099914550781,490.1510009765625,490.2349853515625,1100922
2025-07-02 17:30:00+00:00,490.2300109863281,490.5899963378906,489.8500061035156,490.07000732421875,1298902
2025-07-02 18:30:00+00:00,490.0400085449219,490.6000061035156,489.7200012207031,490.20001220703125,1322610
2025-07-02 19:30:00+00:00,490.2449951171875,492.0,490.0150146484375,490.9700012207031,2181186
2025-07-03 13:30:00+00:00,493.4949951171875,499.0398864746094,493.44000244140625,498.2762145996094,4196311
2025-07-03 14:30:00+00:00,498.30999755859375,499.67999267578125,497.5679931640625,498.42999267578125,2446083
2025-07-03 15:30:00+00:00,498.45001220703125,500.1199951171875,498.32470703125,498.9284973144531,2341629
2025-07-07 13:30:00+00:00,497.3800048828125,498.3900146484375,495.9826965332031,497.6050109863281,2587118
2025-07-07 14:30:00+00:00,497.6199951171875,498.125,496.9750061035156,497.8399963378906,1262929
2025-07-07 15:30:00+00:00,497.7799987792969,498.75,496.4512023925781,497.5899963378906,1280306
2025-07-07 16:30:00+00:00,497.57000732421875,498.010009765625,496.2749938964844,496.4599914550781,888969
2025-07-07 17:30:00+00:00,496.44000244140625,497.4100036621094,495.2699890136719,495.2699890136719,1261302
2025-07-07 18:30:00+00:00,495.260009765625,497.25,495.2250061035156,496.6300964355469,1181384
2025-07-07 19:30:00+00:00,496.6449890136719,497.9700012207031,496.6449890136719,497.8299865722656,1517930
2025-07-08 13:30:00+00:00,497.67999267578125,498.1700134277344,495.55999755859375,495.95001220703125,2085863
2025-07-08 14:30:00+00:00,495.94500732421875,497.0628967285156,494.1099853515625,494.875,1537849
2025-07-08 15:30:00+00:00,494.8399963378906,496.25,494.54010009765625,496.0008850097656,746140
2025-07-08 16:30:00+00:00,496.0000915527344,496.07000732421875,494.69000244140625,495.8599853515625,773019
2025-07-08 17:30:00+00:00,495.989990234375,496.6400146484375,495.6000061035156,496.0274963378906,850138
2025-07-08 18:30:00+00:00,496.05999755859375,496.29998779296875,495.6050109863281,496.05999755859375,769382
2025-07-08 19:30:00+00:00,496.0400085449219,496.8999938964844,495.70001220703125,496.6600036621094,1612289
2025-07-09 13:30:00+00:00,500.1099853515625,506.7799987792969,500.0799865722656,504.55999755859375,6225865
2025-07-09 14:30:00+00:00,504.55999755859375,504.6099853515625,500.45001220703125,501.5299987792969,2298593
2025-07-09 15:30:00+00:00,501.489990234375,501.6199951171875,499.739990234375,501.0899963378906,1688431
2025-07-09 16:30:00+00:00,501.07000732421875,501.6698913574219,500.0,501.4700012207031,1311636
2025-07-09 17:30:00+00:00,501.4599914550781,503.1000061035156,501.2300109863281,502.7950134277344,1090738
2025-07-09 18:30:00+00:00,502.7699890136719,502.95001220703125,502.29998779296875,502.32000732421875,1200663
2025-07-09 19:30:00+00:00,502.3009033203125,503.5299987792969,502.1600036621094,503.4800109863281,1966465
2025-07-10 13:30:00+00:00,503.04998779296875,504.44000244140625,498.3500061035156,498.5400085449219,4267835
2025-07-10 14:30:00+00:00,498.5,500.4800109863281,497.75,500.06500244140625,1937257
2025-07-10 15:30:00+00:00,500.1499938964844,500.6400146484375,499.07000732421875,500.2749938964844,1330656
2025-07-10 16:30:00+00:00,500.2900085449219,501.0400085449219,499.54998779296875,500.9150085449219,1007739
2025-07-10 17:30:00+00:00,500.92498779296875,501.8099060058594,500.7300109863281,501.3900146484375,982570
2025-07-10 18:30:00+00:00,501.4200134277344,502.0299987792969,501.0199890136719,501.54998779296875,1164058
2025-07-10 19:30:00+00:00,501.55999755859375,502.18499755859375,500.3999938964844,501.5199890136719,1628636
2025-07-11 13:30:00+00:00,498.4700012207031,502.3900146484375,497.82501220703125,501.5,2877217
2025-07-11 14:30:00+00:00,501.4700012207031,502.94000244140625,501.04998779296875,502.7900085449219,2444927
2025-07-11 15:30:00+00:00,502.760009765625,505.0299987792969,502.739990234375,504.7099914550781,1801470
2025-07-11 16:30:00+00:00,504.6700134277344,504.92999267578125,503.9549865722656,504.5450134277344,1006534
2025-07-11 17:30:00+00:00,504.5299987792969,504.6300048828125,503.2900085449219,504.2799987792969,975125
2025-07-11 18:30:00+00:00,504.27410888671875,504.54998779296875,502.55999755859375,503.40289306640625,1201048
2025-07-11 19:30:00+00:00,503.3374938964844,504.0799865722656,503.07000732421875,503.1700134277344,2108867
2025-07-14 13:30:00+00:00,501.5150146484375,502.8900146484375,501.0299987792969,501.54998779296875,2455527
2025-07-14 14:30:00+00:00,501.5899963378906,503.9700012207031,501.1000061035156,502.9649963378906,1402972
2025-07-14 15:30:00+00:00,503.0299987792969,503.3800048828125,502.33270263671875,502.4800109863281,893862
2025-07-14 16:30:00+00:00,502.4599914550781,503.07000732421875,502.1600036621094,502.7200012207031,751759
2025-07-14 17:30:00+00:00,502.7300109863281,503.060302734375,502.1671142578125,502.8999938964844,1079306
2025-07-14 18:30:00+00:00,502.9100036621094,503.45001220703125,502.5799865722656,502.9700012207031,1082094
2025-07-14 19:30:00+00:00,502.9200134277344,503.42999267578125,502.80010986328125,502.94000244140625,1517534
2025-07-15 13:30:00+00:00,503.010009765625,506.2900085449219,502.7900085449219,505.6499938964844,2984019
2025-07-15 14:30:00+00:00,505.67498779296875,507.2799987792969,504.3700866699219,507.2799987792969,1660226
2025-07-15 15:30:00+00:00,507.2503967285156,507.3900146484375,506.2200012207031,507.32000732421875,1526678
2025-07-15 16:30:00+00:00,507.34320068359375,507.7398986816406,506.2950134277344,506.8699951171875,1512476
2025-07-15 17:30:00+00:00,506.8599853515625,508.19000244140625,506.80999755859375,507.95001220703125,994272
2025-07-15 18:30:00+00:00,507.95001220703125,508.29998779296875,506.25,506.5799865722656,1181689
2025-07-15 19:30:00+00:00,506.6000061035156,507.03948974609375,505.6300048828125,505.6300048828125,1770142
2025-07-16 13:30:00+00:00,505.0,505.5,502.4309997558594,503.7200012207031,2815828
2025-07-16 14:30:00+00:00,503.80999755859375,505.1499938964844,502.6400146484375,504.447509765625,1874645
2025-07-16 15:30:00+00:00,504.25,505.3599853515625,501.8900146484375,503.8900146484375,1714796
2025-07-16 16:30:00+00:00,503.864990234375,505.7300109863281,503.260009765625,505.45001220703125,909056
2025-07-16 17:30:00+00:00,505.42999267578125,505.8399963378906,504.92999267578125,505.7699890136719,900219
2025-07-16 18:30:00+00:00,505.8299865722656,506.3399963378906,505.5299987792969,505.82000732421875,901349
2025-07-16 19:30:00+00:00,505.8019104003906,506.7200012207031,505.510009765625,505.5299987792969,2048038
